"Date","Tournament","Finish Pos.","SG: Approach-the-Green","Greens in Regulation Percentage","Going for the Green","Going for the Green - Hit Green Pct.","Going for the Green - Birdie or Better","Proximity to Hole","Rough Proximity","Left Rough Proximity","Right Rough Proximity","Fairway Proximity","Approaches from > 275 yards","Approaches from 250-275 yards","Approaches from 225-250 yards","Approaches from 200-225 yards","Approaches from 50-75 yards","Approaches from 75-100 yards","Approaches from 100-125 yards","Approaches from 50-125 yards","Approaches from 125-150 yards","Approaches from 150-175 yards","Approaches from 175-200 yards","Approaches from > 200 yards","Approaches from > 275 yards (Rgh)","Approaches from 250-275 yards (Rgh)","Approaches from 225-250 yards (Rgh)","Approaches from 200-225 yards (Rgh)","Approaches from > 100 yards (Rgh)","Approaches from inside 100 yards (Rgh)","Approaches from > 200 yards (Rgh)","Approaches from 175-200 yards (Rgh)","Approaches from 150-175 yards (Rgh)","Approaches from 125-150 yards (Rgh)","Approaches from 50-125 yards (Rgh)","Approaches from 100-125 yards (Rgh)","Approaches from 75-100 yards (Rgh)","Approaches from 50-75 yards (Rgh)","Total Hole Outs","Longest Hole Outs (in yards)"
"4/1/2018","Houston Open","T32","-.859","69.44","55.56","20.00","60.00","44' 2""","45' 8""","30' 4""","53' 4""","38' 10""","112' 11""","79' 2""","72' 7""","50' 3""","2' 10""","12' 3""","16' 6""","13' 6""","28' 5""","27' 2""","40' 5""","77' 5""","-","101' 8""","-","-","60' 3""","16' 7""","101' 8""","59' 8""","40' 4""","-","16' 7""","-","17' 7""","16' 2""","1","12"
"3/18/2018","Arnold Palmer Invt'l","T41",".526","65.28","100.00","31.25","68.75","41' 9""","60' 8""","59' 10""","62' 1""","37' 1""","-","69' 5""","38' 8""","45' 8""","9' 10""","-","23' 11""","21' 7""","15' 4""","28' 3""","30' 5""","54' 3""","-","133' 10""","-","-","60' 8""","-","133' 10""","58' 7""","44' 6""","42' 6""","-","-","-","-","-","-"
"3/11/2018","Valspar Championship","T68","-1.351","55.56","25.00",".00","75.00","41' 5""","48' 5""","33' 3""","66' 8""","38' 2""","-","90' 9""","59' 10""","53' 7""","50' 1""","23' 1""","26' 11""","29' 9""","29' 7""","36' 1""","41' 2""","59' 0""","-","127' 4""","104' 3""","-","48' 5""","-","115' 10""","72' 0""","31' 9""","36' 2""","20' 6""","20' 6""","-","-","-","-"
"2/25/2018","The Honda Classic","T33","1.358","70.83","62.50","20.00","60.00","31' 10""","45' 5""","41' 1""","47' 11""","29' 0""","-","63' 7""","61' 0""","22' 1""","-","24' 6""","10' 4""","15' 8""","25' 1""","25' 5""","27' 9""","50' 4""","-","-","-","66' 4""","45' 5""","-","66' 4""","39' 10""","69' 3""","35' 2""","20' 5""","20' 5""","-","-","-","-"
"2/18/2018","Genesis Open","CUT","-.428","44.44","100.00","12.50","50.00","48' 11""","51' 6""","47' 1""","55' 11""","43' 1""","99' 3""","105' 10""","48' 7""","27' 6""","-","-","-","-","23' 1""","30' 5""","43' 7""","63' 1""","-","-","-","52' 9""","51' 6""","-","52' 9""","57' 6""","52' 11""","34' 8""","-","-","-","-","-","-"
"2/11/2018","AT&T Pebble Beach","T15","1.032","70.83","62.50",".00","60.00","31' 9""","22' 2""","25' 9""","4' 4""","32' 9""","-","34' 1""","80' 0""","57' 1""","5' 3""","-","26' 9""","23' 8""","23' 4""","33' 2""","12' 7""","54' 2""","-","-","-","-","36' 8""","14' 11""","-","59' 6""","13' 9""","-","14' 11""","-","14' 1""","17' 5""","2","5"
"1/28/2018","Farmers Insurance Open","CUT",".741","63.89","50.00","50.00","50.00","38' 6""","47' 10""","52' 7""","38' 3""","23' 2""","-","-","-","31' 8""","-","13' 7""","9' 11""","11' 9""","-","8' 8""","40' 9""","31' 8""","95' 7""","-","-","92' 8""","66' 2""","11' 1""","94' 2""","-","54' 5""","22' 0""","11' 1""","-","10' 8""","11' 5""","-","-"
"1/21/2018","CareerBuilder Challenge","T17",".483","65.28","25.00","50.00","100.00","26' 4""","40' 1""","38' 3""","43' 10""","22' 3""","-","-","21' 5""","48' 4""","17' 6""","8' 10""","13' 1""","13' 1""","20' 3""","25' 2""","26' 9""","34' 11""","-","-","-","-","38' 9""","42' 10""","-","35' 6""","38' 6""","52' 5""","39' 4""","28' 10""","-","42' 10""","1","26"
"1/14/2018","Sony Open in Hawaii","CUT","-1.616","63.89","100.00","33.33","66.67","37' 4""","54' 6""","56' 3""","52' 10""","26' 1""","-","-","-","46' 11""","8' 8""","-","9' 4""","9' 3""","29' 4""","21' 3""","23' 1""","46' 11""","-","45' 3""","-","33' 5""","54' 6""","-","39' 4""","-","53' 5""","-","66' 7""","66' 7""","-","-","-","-"
"11/19/2017","The RSM Classic","T13",".490","76.39","75.00",".00","66.67","35' 9""","37' 5""","18' 2""","47' 1""","28' 11""","-","57' 3""","58' 9""","35' 5""","14' 6""","15' 1""","22' 1""","19' 6""","18' 2""","28' 3""","31' 8""","45' 7""","145' 6""","-","-","-","46' 2""","20' 0""","145' 6""","-","-","13' 0""","22' 7""","-","-","22' 7""","-","-"
"11/12/2017","OHL Classic at Mayakoba","CUT","-","63.89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11/5/2017","Shriners Hospitals","T32","-.335","73.61","41.18","28.57","71.43","34' 6""","44' 3""","51' 5""","39' 2""","26' 8""","-","-","24' 1""","29' 7""","-","13' 11""","28' 10""","21' 4""","18' 4""","33' 1""","43' 8""","28' 9""","-","126' 8""","94' 0""","-","53' 2""","27' 10""","110' 4""","-","56' 1""","39' 3""","26' 1""","27' 11""","31' 10""","21' 1""","1","17"
"10/29/2017","Sanderson Farms Champ.","T25","1.330","69.44","80.00","12.50","68.75","40' 2""","48' 0""","34' 4""","54' 4""","33' 9""","86' 0""","66' 7""","35' 8""","67' 8""","4' 6""","23' 6""","14' 11""","16' 4""","22' 0""","22' 9""","31' 5""","64' 5""","-","83' 8""","66' 0""","28' 9""","48' 6""","43' 9""","62' 1""","57' 6""","28' 11""","45' 5""","42' 3""","39' 3""","43' 9""","-","1","12"
"10/8/2017","Safeway Open","CUT","-2.050","58.33","12.50",".00",".00","34' 9""","36' 7""","30' 2""","39' 1""","33' 0""","-","-","-","63' 7""","9' 0""","25' 8""","21' 9""","21' 8""","36' 11""","19' 6""","42' 7""","63' 7""","-","-","-","58' 7""","37' 2""","31' 3""","58' 7""","52' 6""","37' 0""","17' 11""","30' 9""","30' 9""","-","-","-","-"
"1/29/2017","Farmers Insurance Open","T71","-.514","65.28","58.33","42.86","57.14","36' 10""","61' 0""","32' 5""","68' 1""","28' 0""","65' 5""","62' 5""","28' 6""","41' 3""","16' 3""","4' 10""","13' 9""","13' 1""","23' 2""","21' 7""","23' 1""","43' 5""","-","-","94' 1""","14' 2""","61' 0""","-","54' 2""","76' 9""","26' 10""","63' 10""","-","-","-","-","-","-"
"1/22/2017","CareerBuilder Challenge","T34",".599","70.83","87.50",".00","42.86","42' 3""","65' 2""","63' 5""","66' 6""","26' 10""","-","-","43' 10""","36' 11""","13' 7""","18' 7""","19' 0""","17' 8""","23' 4""","22' 4""","33' 0""","41' 1""","143' 4""","67' 4""","-","-","73' 8""","14' 2""","105' 4""","75' 7""","75' 5""","41' 5""","10' 4""","2' 8""","20' 10""","7' 6""","-","-"
"11/13/2016","OHL Classic at Mayakoba","T55","-","68.06","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-"
"11/6/2016","Shriners Hospitals","T10","1.563","70.83","68.75","54.55","63.64","32' 10""","41' 11""","53' 6""","36' 2""","24' 11""","82' 1""","68' 4""","35' 11""","31' 6""","12' 10""","28' 6""","9' 8""","12' 3""","19' 6""","21' 1""","24' 10""","44' 0""","-","-","56' 8""","-","42' 4""","33' 9""","56' 8""","46' 4""","30' 4""","44' 8""","31' 11""","31' 4""","33' 9""","-","1","13"
"10/30/2016","Sanderson Farms Champ.","CUT","-.336","66.67","60.00","33.33","66.67","40' 6""","53' 11""","48' 1""","65' 6""","33' 3""","78' 7""","93' 6""","37' 6""","36' 1""","-","7' 5""","15' 8""","12' 11""","24' 9""","23' 9""","35' 1""","59' 5""","-","-","-","-","57' 2""","37' 7""","-","-","72' 7""","52' 5""","36' 8""","35' 9""","37' 7""","-","-","-"
"10/16/2016","Safeway Open","CUT","-2.576","61.11","50.00","25.00","25.00","41' 4""","40' 11""","35' 5""","44' 2""","38' 2""","118' 6""","58' 1""","-","55' 5""","-","41' 5""","25' 11""","30' 4""","18' 2""","34' 4""","40' 3""","64' 10""","-","-","-","-","41' 11""","37' 10""","-","74' 5""","46' 0""","23' 4""","38' 8""","38' 5""","-","38' 10""","-","-"
"8/14/2016","John Deere Classic","T16",".958","76.39","53.33","37.50","75.00","28' 2""","57' 7""","36' 11""","63' 6""","22' 7""","-","-","48' 0""","30' 3""","13' 5""","15' 6""","9' 3""","11' 10""","20' 10""","22' 7""","25' 8""","40' 11""","-","76' 2""","-","74' 9""","57' 11""","54' 11""","75' 6""","-","48' 0""","56' 2""","54' 11""","-","-","54' 11""","-","-"
"6/19/2016","U.S. Open","CUT","-","63.89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
