"Date","Tournament","Finish Pos.","SG: Approach-the-Green","Greens in Regulation Percentage","Going for the Green","Going for the Green - Hit Green Pct.","Going for the Green - Birdie or Better","Proximity to Hole","Rough Proximity","Left Rough Proximity","Right Rough Proximity","Fairway Proximity","Approaches from > 275 yards","Approaches from 250-275 yards","Approaches from 225-250 yards","Approaches from 200-225 yards","Approaches from 50-75 yards","Approaches from 75-100 yards","Approaches from 100-125 yards","Approaches from 50-125 yards","Approaches from 125-150 yards","Approaches from 150-175 yards","Approaches from 175-200 yards","Approaches from > 200 yards","Approaches from > 275 yards (Rgh)","Approaches from 250-275 yards (Rgh)","Approaches from 225-250 yards (Rgh)","Approaches from 200-225 yards (Rgh)","Approaches from > 100 yards (Rgh)","Approaches from inside 100 yards (Rgh)","Approaches from > 200 yards (Rgh)","Approaches from 175-200 yards (Rgh)","Approaches from 150-175 yards (Rgh)","Approaches from 125-150 yards (Rgh)","Approaches from 50-125 yards (Rgh)","Approaches from 100-125 yards (Rgh)","Approaches from 75-100 yards (Rgh)","Approaches from 50-75 yards (Rgh)","Total Hole Outs","Longest Hole Outs (in yards)"
"8/19/2018","Wyndham Championship","T45",".886","73.61","75.00","83.33","100.00","26' 9""","32' 8""","43' 6""","26' 7""","24' 4""","-","-","20' 8""","31' 4""","-","14' 8""","17' 1""","16' 2""","24' 6""","23' 9""","27' 1""","30' 0""","-","-","11' 9""","8' 1""","32' 8""","-","9' 11""","42' 5""","43' 4""","23' 2""","-","-","-","-","-","-"
"8/12/2018","PGA Championship","CUT","-3.217","58.33","80.00",".00","25.00","47' 1""","55' 9""","62' 5""","49' 1""","42' 7""","106' 4""","-","31' 2""","48' 1""","34' 1""","29' 6""","-","30' 8""","15' 8""","37' 1""","51' 7""","70' 8""","-","-","-","106' 3""","68' 6""","34' 5""","106' 3""","34' 1""","78' 2""","46' 1""","31' 10""","-","6' 4""","57' 4""","1","12"
"7/22/2018","The Open Championship","CUT","-","52.78","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7/15/2018","John Deere Classic","T72",".890","66.67","63.64","28.57","57.14","29' 3""","38' 10""","47' 4""","27' 6""","26' 10""","40' 3""","96' 8""","52' 1""","19' 9""","10' 8""","15' 1""","11' 6""","13' 5""","11' 11""","24' 10""","31' 2""","49' 11""","-","-","-","108' 8""","48' 10""","13' 11""","108' 8""","64' 11""","-","53' 0""","11' 6""","8' 10""","17' 0""","-","1","23"
"7/1/2018","Quicken Loans National","T8",".641","68.06","41.67","20.00","20.00","29' 3""","37' 11""","35' 9""","41' 7""","23' 4""","-","-","38' 1""","26' 4""","-","16' 0""","14' 0""","14' 5""","16' 3""","25' 4""","27' 0""","28' 11""","-","-","50' 4""","85' 11""","38' 0""","37' 9""","68' 1""","43' 8""","13' 3""","19' 10""","23' 5""","10' 3""","23' 7""","36' 5""","-","-"
"6/24/2018","Travelers Championship","CUT",".738","72.22","83.33","40.00","60.00","35' 11""","42' 9""","51' 1""","20' 7""","24' 11""","-","24' 10""","55' 8""","49' 8""","-","5' 11""","25' 7""","19' 0""","10' 8""","16' 10""","43' 3""","42' 1""","-","-","87' 2""","12' 3""","43' 10""","37' 9""","49' 9""","87' 2""","47' 8""","18' 9""","33' 11""","31' 5""","39' 4""","36' 1""","-","-"
"6/17/2018","U.S. Open","CUT","-.323","47.22","60.00",".00","33.33","48' 5""","72' 2""","85' 11""","58' 6""","43' 2""","93' 3""","47' 7""","77' 10""","-","-","112' 5""","21' 11""","33' 3""","23' 1""","37' 1""","55' 0""","66' 7""","-","-","-","11' 3""","72' 2""","-","11' 3""","103' 6""","-","55' 8""","-","-","-","-","-","-"
"6/3/2018","the Memorial Tournament","T40",".274","69.44","75.00","41.67","58.33","29' 4""","33' 5""","35' 2""","33' 3""","28' 10""","-","37' 8""","35' 10""","47' 7""","-","42' 2""","25' 5""","31' 9""","18' 7""","21' 8""","32' 1""","40' 2""","-","65' 1""","35' 2""","-","33' 5""","-","50' 2""","39' 8""","20' 8""","35' 5""","24' 6""","24' 6""","-","-","1","155"
"5/27/2018","Fort Worth Invitational","T20",".901","69.44","50.00","50.00","75.00","28' 2""","31' 1""","31' 6""","30' 5""","27' 2""","29' 1""","-","63' 8""","46' 2""","-","17' 6""","14' 1""","15' 2""","37' 4""","25' 3""","28' 1""","48' 2""","-","-","-","-","33' 8""","18' 0""","-","55' 2""","27' 9""","27' 8""","15' 6""","7' 11""","18' 0""","-","-","-"
"5/13/2018","THE PLAYERS Championship","T11",".802","65.28","45.00","44.44","55.56","32' 8""","50' 1""","39' 6""","52' 9""","30' 1""","116' 0""","89' 5""","46' 1""","28' 9""","50' 9""","31' 8""","12' 1""","20' 9""","20' 9""","38' 6""","27' 1""","51' 8""","-","-","87' 4""","82' 4""","50' 1""","-","84' 0""","21' 0""","41' 10""","30' 6""","-","-","-","-","-","-"
"5/6/2018","Wells Fargo Championship","T16",".765","68.06","35.00","28.57","85.71","39' 2""","45' 6""","43' 9""","50' 3""","32' 6""","32' 9""","41' 8""","51' 0""","54' 5""","-","11' 4""","34' 0""","21' 8""","23' 1""","36' 3""","26' 6""","49' 7""","-","-","-","67' 3""","47' 9""","13' 11""","67' 3""","49' 5""","59' 6""","45' 9""","19' 6""","22' 3""","-","13' 11""","2","14"
"4/29/2018","Zurich Classic of New Orl","T4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4/22/2018","Valero Texas Open","T20",".048","62.50","39.13","11.11","44.44","39' 5""","47' 5""","62' 1""","41' 1""","30' 5""","55' 0""","86' 7""","72' 4""","37' 8""","26' 1""","20' 0""","17' 7""","20' 8""","28' 0""","33' 2""","27' 4""","59' 1""","89' 3""","46' 11""","-","-","50' 8""","17' 8""","75' 2""","7' 9""","49' 1""","-","22' 3""","26' 10""","-","17' 8""","3","9"
"4/15/2018","RBC Heritage","T7",".757","65.28","46.67",".00","57.14","32' 3""","39' 1""","48' 8""","36' 8""","29' 11""","140' 9""","70' 3""","36' 8""","53' 11""","-","19' 3""","22' 4""","21' 7""","22' 8""","25' 5""","30' 11""","71' 1""","-","-","-","90' 9""","39' 1""","-","90' 9""","-","34' 8""","25' 7""","37' 9""","37' 9""","-","-","-","-"
"4/1/2018","Houston Open","T18",".844","76.39","44.44","12.50","50.00","33' 2""","25' 4""","13' 2""","34' 9""","34' 10""","49' 11""","82' 8""","50' 0""","58' 9""","6' 11""","17' 10""","12' 6""","11' 10""","26' 7""","23' 11""","36' 2""","63' 1""","-","-","-","53' 6""","32' 3""","10' 1""","53' 6""","49' 0""","29' 11""","16' 11""","13' 11""","20' 3""","10' 1""","-","1","10"
"3/18/2018","Arnold Palmer Invt'l","T49",".901","61.11","50.00","25.00","50.00","34' 3""","35' 11""","40' 1""","30' 10""","32' 7""","85' 6""","75' 3""","65' 6""","38' 1""","-","20' 11""","11' 9""","17' 3""","20' 4""","26' 4""","41' 9""","49' 3""","-","-","-","-","37' 6""","23' 5""","-","40' 6""","32' 9""","47' 5""","23' 5""","-","23' 5""","-","1","7"
"3/11/2018","Valspar Championship","CUT",".507","55.56","37.50",".00","33.33","30' 2""","37' 11""","-","37' 11""","29' 8""","51' 0""","75' 1""","35' 5""","27' 8""","22' 5""","16' 2""","21' 4""","20' 0""","26' 2""","24' 9""","33' 0""","42' 3""","-","-","-","-","37' 11""","-","-","-","31' 9""","-","44' 1""","44' 1""","-","-","-","-"
"2/25/2018","The Honda Classic","CUT",".034","44.44","50.00",".00",".00","42' 2""","51' 3""","58' 6""","41' 8""","39' 3""","-","133' 7""","49' 9""","30' 1""","-","9' 8""","25' 0""","21' 11""","28' 7""","42' 2""","47' 1""","57' 2""","-","-","69' 9""","35' 5""","55' 9""","24' 6""","52' 7""","-","63' 11""","55' 1""","35' 5""","46' 3""","24' 6""","-","-","-"
"2/11/2018","AT&T Pebble Beach","T35","1.540","69.44","50.00","25.00","100.00","28' 10""","31' 4""","28' 6""","36' 0""","27' 8""","-","68' 2""","75' 8""","29' 0""","8' 9""","15' 9""","15' 5""","15' 0""","32' 0""","42' 8""","33' 1""","43' 4""","-","-","-","24' 1""","31' 4""","-","24' 1""","63' 6""","-","20' 7""","32' 8""","32' 8""","-","-","-","-"
"2/4/2018","Waste Management Phoenix","T5","1.239","70.83","87.50","42.86","71.43","38' 7""","45' 5""","48' 4""","40' 0""","27' 6""","-","62' 1""","67' 3""","13' 5""","-","13' 3""","11' 11""","12' 2""","12' 10""","27' 10""","25' 4""","53' 7""","-","-","68' 8""","94' 11""","45' 5""","-","81' 10""","50' 0""","39' 4""","23' 8""","51' 5""","51' 5""","-","-","2","21"
"1/28/2018","Farmers Insurance Open","T23","2.130","70.83","50.00","33.33","66.67","35' 10""","40' 6""","24' 6""","56' 7""","30' 11""","49' 6""","29' 0""","16' 1""","63' 2""","6' 11""","-","19' 10""","18' 3""","22' 3""","32' 4""","35' 10""","44' 2""","-","-","75' 2""","34' 2""","45' 6""","10' 8""","61' 6""","11' 0""","52' 11""","24' 10""","28' 8""","64' 7""","-","10' 8""","-","-"
"1/21/2018","CareerBuilder Challenge","T42","1.625","66.67","12.50",".00",".00","28' 7""","49' 7""","55' 6""","47' 3""","23' 6""","-","88' 8""","84' 4""","24' 2""","-","12' 2""","19' 7""","15' 2""","27' 5""","18' 1""","13' 11""","55' 4""","-","-","-","-","51' 6""","38' 5""","-","19' 9""","67' 6""","43' 3""","38' 5""","-","-","38' 5""","1","-"
"11/19/2017","The RSM Classic","T37","-.113","80.56","57.14","25.00","50.00","33' 2""","62' 10""","99' 6""","55' 6""","30' 2""","92' 1""","-","100' 1""","24' 7""","12' 9""","29' 9""","23' 6""","22' 2""","23' 8""","27' 0""","31' 11""","48' 11""","-","99' 6""","-","-","62' 10""","-","99' 6""","72' 9""","28' 3""","51' 11""","-","-","-","-","1","30"
"11/12/2017","OHL Classic at Mayakoba","W/D","-","66.67","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11/5/2017","Shriners Hospitals","T4","1.127","73.61","58.82","30.00","60.00","40' 1""","42' 8""","32' 8""","50' 2""","32' 9""","-","47' 4""","63' 9""","56' 2""","-","22' 0""","18' 11""","19' 8""","18' 8""","35' 3""","29' 10""","54' 3""","-","93' 1""","-","47' 1""","44' 0""","15' 10""","70' 1""","-","60' 0""","40' 3""","18' 8""","19' 5""","15' 10""","-","1","26"
"10/29/2017","Sanderson Farms Champ.","2","2.062","80.56","70.00","14.29","35.71","35' 8""","41' 3""","50' 8""","33' 11""","30' 8""","73' 4""","88' 4""","63' 3""","36' 6""","-","10' 8""","15' 6""","14' 9""","19' 3""","27' 1""","17' 1""","62' 5""","-","104' 4""","-","-","41' 3""","-","104' 4""","39' 10""","54' 6""","30' 10""","32' 6""","32' 6""","-","-","1","19"
"10/8/2017","Safeway Open","T3",".961","66.67","58.82","20.00","70.00","30' 7""","39' 5""","45' 5""","27' 4""","27' 8""","-","57' 7""","44' 7""","34' 10""","-","24' 1""","21' 7""","22' 8""","19' 8""","27' 11""","31' 4""","40' 5""","-","30' 2""","64' 6""","-","40' 9""","28' 2""","41' 7""","38' 1""","32' 11""","74' 5""","26' 4""","25' 6""","30' 5""","25' 11""","-","-"
"8/20/2017","Wyndham Championship","CUT","-.537","66.67","50.00","50.00",".00","31' 1""","38' 11""","38' 6""","39' 4""","24' 9""","-","-","20' 0""","53' 2""","-","-","8' 1""","8' 1""","15' 2""","33' 3""","22' 0""","33' 3""","-","-","-","63' 2""","40' 0""","31' 8""","63' 2""","64' 11""","32' 7""","45' 2""","24' 4""","20' 8""","31' 8""","-","-","-"
"8/6/2017","Barracuda Championship","CUT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7/23/2017","Barbasol Championship","T27","-.693","75.00","66.67","37.50","62.50","28' 1""","36' 4""","43' 8""","26' 7""","26' 2""","60' 11""","-","39' 3""","54' 2""","-","18' 7""","18' 0""","18' 2""","18' 0""","19' 10""","31' 4""","51' 7""","-","-","-","-","36' 4""","-","-","70' 6""","51' 6""","15' 3""","48' 10""","48' 10""","-","-","-","-"
"7/16/2017","John Deere Classic","T25","-.075","75.00","75.00","8.33","50.00","35' 4""","38' 0""","66' 6""","28' 6""","32' 2""","157' 2""","132' 11""","29' 2""","41' 5""","-","23' 0""","16' 1""","18' 7""","30' 3""","20' 10""","29' 1""","68' 10""","-","-","-","-","50' 3""","1' 4""","-","66' 6""","-","42' 1""","-","-","-","-","-","-"
"5/7/2017","Wells Fargo Championship","CUT","-.771","63.89","11.11",".00","100.00","33' 10""","36' 8""","28' 3""","57' 10""","32' 4""","-","-","59' 9""","-","-","26' 7""","12' 1""","21' 9""","28' 9""","44' 6""","44' 5""","59' 9""","-","-","-","-","36' 8""","-","-","29' 2""","44' 11""","39' 7""","35' 9""","35' 9""","-","-","-","-"
"3/26/2017","Puerto Rico Open","T76","-","68.52","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-"
"11/20/2016","The RSM Classic","T45","1.097","70.83","66.67",".00","50.00","30' 9""","40' 11""","39' 2""","42' 1""","23' 5""","-","54' 9""","36' 0""","36' 11""","-","21' 2""","13' 2""","14' 9""","18' 0""","15' 0""","34' 4""","39' 0""","-","92' 1""","56' 7""","-","44' 2""","11' 10""","74' 4""","54' 5""","26' 5""","17' 3""","13' 8""","15' 6""","11' 10""","-","1","-"
"10/30/2016","Sanderson Farms Champ.","CUT","-.363","61.11","30.00",".00","33.33","35' 3""","38' 3""","80' 11""","24' 0""","25' 9""","-","52' 1""","-","55' 7""","-","9' 11""","15' 4""","12' 7""","20' 8""","22' 4""","33' 0""","54' 5""","111' 3""","-","-","-","40' 6""","22' 6""","111' 3""","-","29' 4""","38' 8""","19' 7""","18' 2""","22' 6""","-","1","7"
"8/21/2016","Wyndham Championship","T57",".388","79.17","75.00","33.33","66.67","27' 11""","33' 2""","32' 10""","33' 9""","23' 6""","-","-","20' 2""","41' 9""","4' 8""","25' 7""","19' 8""","19' 10""","22' 0""","23' 10""","25' 10""","28' 3""","-","-","-","71' 9""","33' 7""","28' 5""","71' 9""","36' 5""","36' 8""","16' 0""","23' 10""","20' 9""","34' 3""","22' 6""","1","10"
"8/14/2016","John Deere Classic","CUT","-.895","72.22","28.57","50.00","100.00","32' 5""","43' 11""","29' 1""","46' 10""","28' 9""","-","40' 11""","-","56' 0""","13' 2""","17' 4""","21' 1""","17' 11""","22' 10""","36' 6""","20' 9""","52' 3""","-","-","-","-","48' 11""","33' 11""","-","-","48' 6""","107' 0""","27' 0""","20' 1""","38' 8""","29' 1""","-","-"
"8/7/2016","Travelers Championship","CUT","-.224","69.44","50.00",".00","33.33","36' 2""","42' 7""","21' 9""","94' 8""","25' 0""","-","64' 6""","34' 11""","35' 9""","28' 1""","24' 1""","13' 9""","18' 9""","21' 1""","24' 10""","23' 4""","42' 9""","-","-","-","46' 8""","54' 3""","13' 5""","46' 8""","-","91' 4""","-","17' 2""","21' 0""","18' 0""","8' 9""","-","-"
"7/24/2016","RBC Canadian Open","T43","1.411","54.17","75.00","33.33","50.00","31' 2""","42' 7""","39' 3""","46' 8""","22' 2""","-","53' 3""","-","9' 1""","-","22' 2""","16' 5""","18' 9""","21' 10""","25' 10""","28' 11""","20' 2""","-","-","-","76' 3""","43' 8""","12' 0""","76' 3""","40' 4""","45' 6""","30' 10""","33' 7""","37' 3""","12' 0""","-","-","-"
"7/17/2016","Barbasol Championship","T11",".384","72.22","83.33",".00","60.00","30' 8""","46' 5""","41' 3""","51' 6""","25' 2""","-","143' 8""","41' 0""","40' 0""","-","15' 5""","10' 0""","11' 1""","14' 2""","22' 8""","19' 1""","47' 2""","-","44' 8""","120' 5""","48' 11""","46' 5""","-","65' 9""","62' 8""","35' 9""","36' 5""","-","-","-","-","1","11"
"7/3/2016","Barracuda Championship","CUT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"6/26/2016","Quicken Loans National","T64",".667","63.89","41.67","20.00","60.00","28' 2""","35' 0""","36' 3""","33' 1""","25' 10""","90' 2""","29' 4""","43' 8""","14' 5""","-","7' 8""","20' 0""","16' 3""","23' 11""","25' 11""","25' 2""","37' 7""","-","-","-","104' 8""","35' 3""","32' 10""","104' 8""","46' 3""","22' 4""","29' 2""","24' 2""","18' 4""","32' 10""","-","1","15"
"6/12/2016","FedEx St. Jude Classic","CUT","1.100","55.56","75.00",".00","33.33","36' 4""","52' 0""","48' 9""","54' 3""","24' 7""","-","88' 0""","-","39' 9""","-","-","10' 5""","10' 5""","11' 0""","26' 6""","23' 0""","63' 11""","-","-","-","62' 3""","52' 0""","-","62' 3""","67' 1""","46' 9""","45' 0""","48' 2""","48' 2""","-","-","-","-"
"5/29/2016","DEAN & DELUCA Invt'l","CUT","-.776","63.89","25.00",".00",".00","42' 6""","52' 1""","42' 3""","56' 11""","32' 4""","-","-","54' 1""","36' 5""","-","-","27' 5""","27' 5""","38' 6""","29' 6""","23' 10""","48' 2""","-","-","-","29' 9""","55' 0""","20' 0""","29' 9""","69' 7""","64' 11""","-","31' 8""","35' 6""","20' 0""","-","-","-"
"5/22/2016","AT&T Byron Nelson","CUT","1.367","61.11","33.33","100.00","50.00","29' 8""","39' 2""","40' 2""","36' 9""","23' 11""","-","-","52' 4""","32' 10""","4' 3""","-","6' 8""","5' 10""","19' 7""","21' 0""","28' 1""","40' 7""","-","-","-","57' 11""","42' 8""","7' 9""","57' 11""","66' 5""","-","28' 9""","16' 1""","20' 3""","-","7' 9""","-","-"
"5/15/2016","THE PLAYERS Championship","CUT","-.948","66.67","62.50",".00","60.00","27' 4""","23' 5""","22' 1""","25' 3""","25' 4""","-","104' 7""","41' 9""","-","-","8' 9""","9' 11""","9' 4""","20' 11""","21' 4""","33' 6""","57' 5""","-","33' 10""","30' 4""","-","25' 5""","11' 7""","32' 1""","-","15' 5""","25' 0""","22' 10""","22' 10""","-","-","-","-"
"5/8/2016","Wells Fargo Championship","T11",".653","66.67","81.82","11.11","44.44","44' 9""","50' 9""","50' 8""","51' 0""","39' 6""","102' 0""","80' 8""","47' 0""","51' 11""","23' 6""","27' 4""","12' 1""","16' 7""","20' 11""","18' 6""","34' 11""","63' 11""","-","54' 10""","112' 9""","72' 10""","49' 9""","70' 0""","68' 10""","43' 3""","24' 10""","41' 11""","56' 0""","41' 11""","70' 0""","-","1","11"
"5/1/2016","Zurich Classic of New Orl","T20","-.351","64.81","50.00",".00","66.67","39' 0""","65' 10""","77' 6""","58' 2""","33' 3""","40' 7""","80' 8""","19' 5""","44' 1""","29' 10""","41' 11""","19' 1""","23' 3""","24' 11""","57' 7""","20' 2""","42' 11""","-","79' 2""","35' 11""","75' 9""","65' 10""","-","63' 7""","73' 6""","65' 0""","-","-","-","-","-","-","-"
"4/24/2016","Valero Texas Open","CUT",".542","69.44","36.36",".00",".00","43' 5""","38' 11""","39' 6""","38' 2""","22' 7""","59' 1""","-","-","23' 4""","-","10' 7""","22' 0""","16' 4""","24' 8""","23' 1""","20' 4""","35' 3""","100' 2""","-","-","-","46' 7""","19' 9""","100' 2""","-","-","22' 8""","34' 8""","64' 8""","-","19' 9""","-","-"
"4/17/2016","RBC Heritage","CUT","-.629","61.11","16.67",".00","100.00","32' 11""","32' 6""","25' 9""","37' 1""","30' 4""","-","-","-","40' 1""","-","-","20' 4""","20' 4""","26' 3""","34' 1""","37' 7""","40' 1""","-","-","-","-","32' 11""","31' 1""","-","58' 4""","21' 9""","25' 9""","31' 1""","-","-","31' 1""","-","-"
"4/3/2016","Shell Houston Open","T38",".275","72.22","52.94",".00","33.33","40' 7""","37' 8""","37' 11""","37' 5""","38' 5""","97' 8""","130' 10""","41' 4""","50' 2""","20' 2""","15' 11""","15' 8""","16' 1""","22' 7""","34' 0""","31' 11""","70' 6""","-","-","-","-","37' 8""","-","-","54' 4""","39' 3""","30' 4""","18' 3""","18' 3""","-","-","1","101"
"3/27/2016","Puerto Rico Open","CUT","-","63.89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-"
"3/13/2016","Valspar Championship","T69","-.147","52.78","31.25",".00","80.00","38' 2""","48' 10""","42' 1""","57' 3""","35' 8""","-","42' 8""","28' 10""","54' 0""","22' 5""","24' 1""","-","23' 10""","25' 2""","32' 8""","39' 7""","45' 5""","-","98' 11""","103' 9""","27' 9""","47' 10""","65' 8""","64' 6""","77' 8""","46' 1""","25' 1""","34' 10""","27' 1""","65' 8""","-","1","7"
"2/28/2016","The Honda Classic","T21",".092","50.00","75.00","16.67","66.67","37' 7""","52' 5""","47' 2""","58' 6""","33' 3""","-","71' 6""","72' 10""","43' 7""","50' 6""","18' 11""","24' 1""","26' 5""","21' 0""","30' 7""","27' 8""","63' 9""","-","-","55' 9""","91' 11""","61' 2""","17' 7""","82' 10""","108' 6""","51' 4""","-","25' 1""","29' 8""","-","11' 4""","2","19"
"2/14/2016","AT&T Pebble Beach","CUT","-1.030","51.85","50.00","50.00",".00","42' 10""","40' 9""","40' 9""","-","44' 3""","-","51' 7""","-","80' 5""","-","30' 10""","38' 6""","33' 5""","7' 6""","38' 11""","58' 2""","70' 10""","-","-","-","-","40' 9""","-","-","-","25' 10""","34' 6""","68' 1""","68' 1""","-","-","2","-"
"2/7/2016","Waste Management Phoenix","T60","-.050","58.33","50.00","25.00","37.50","39' 7""","47' 4""","46' 4""","48' 5""","30' 7""","-","79' 0""","55' 2""","41' 11""","-","24' 0""","17' 3""","19' 6""","16' 7""","24' 10""","34' 0""","57' 6""","-","-","68' 7""","-","48' 6""","32' 6""","68' 7""","56' 5""","30' 11""","37' 0""","32' 6""","-","32' 6""","-","-","-"
"1/31/2016","Farmers Insurance Open","T58","-.099","70.83","25.00","66.67","66.67","41' 3""","70' 5""","56' 7""","91' 2""","32' 0""","-","-","81' 10""","54' 7""","-","24' 3""","15' 8""","19' 3""","15' 5""","18' 4""","36' 5""","60' 8""","-","70' 5""","42' 1""","117' 5""","70' 5""","-","76' 8""","74' 11""","123' 11""","38' 6""","35' 10""","35' 10""","-","-","-","-"
"1/24/2016","CareerBuilder Challenge","CUT","-1.608","70.37","50.00",".00",".00","38' 1""","77' 5""","75' 5""","81' 7""","30' 2""","146' 2""","-","-","21' 0""","-","30' 0""","18' 11""","20' 9""","7' 5""","24' 10""","50' 10""","62' 9""","-","91' 7""","-","-","77' 5""","-","91' 7""","-","81' 7""","59' 2""","-","-","-","-","1","142"
